filename,width,height,class,xmin,ymin,xmax,ymax
13_crop2.jpg,1024,1024,varroe,244,803,262,823
13_crop2.jpg,1024,1024,varroe,137,917,154,933
13_crop2.jpg,1024,1024,varroe,123,960,141,980
13_crop2.jpg,1024,1024,varroe,97,973,111,993
13_crop2.jpg,1024,1024,varroe,82,988,96,1004
13_crop2.jpg,1024,1024,varroe,59,995,76,1012
13_crop2.jpg,1024,1024,varroe,25,983,40,995
13_crop2.jpg,1024,1024,varroe,32,992,47,1005
13_crop2.jpg,1024,1024,varroe,921,540,939,562
13_crop2.jpg,1024,1024,varroe,938,906,958,925
13_crop2.jpg,1024,1024,varroe,907,973,926,990
13_crop2.jpg,1024,1024,varroe,877,992,893,1015
13_crop2.jpg,1024,1024,varroe,949,681,961,699
13_crop2.jpg,1024,1024,varroe,940,657,957,677
13_crop2.jpg,1024,1024,varroe,937,691,952,714
13_crop2.jpg,1024,1024,varroe,918,711,932,734
13_crop2.jpg,1024,1024,varroe,895,702,913,719
13_crop2.jpg,1024,1024,varroe,891,686,909,701
13_crop2.jpg,1024,1024,varroe,868,628,888,646
13_crop2.jpg,1024,1024,varroe,778,542,800,566
13_crop2.jpg,1024,1024,varroe,830,624,849,648
13_crop2.jpg,1024,1024,varroe,838,689,854,711
13_crop2.jpg,1024,1024,varroe,813,744,834,763
13_crop2.jpg,1024,1024,varroe,788,684,807,705
13_crop2.jpg,1024,1024,varroe,749,658,767,676
13_crop2.jpg,1024,1024,varroe,774,717,790,734
13_crop2.jpg,1024,1024,varroe,778,810,796,825
13_crop2.jpg,1024,1024,varroe,775,989,791,1010
13_crop2.jpg,1024,1024,varroe,753,880,771,896
13_crop2.jpg,1024,1024,varroe,742,892,759,907
13_crop2.jpg,1024,1024,varroe,742,907,761,920
13_crop2.jpg,1024,1024,varroe,758,927,771,946
13_crop2.jpg,1024,1024,varroe,742,928,757,944
13_crop2.jpg,1024,1024,varroe,738,942,754,952
13_crop2.jpg,1024,1024,varroe,730,926,744,946
13_crop2.jpg,1024,1024,varroe,734,874,750,895
13_crop2.jpg,1024,1024,varroe,724,881,740,899
13_crop2.jpg,1024,1024,varroe,749,726,772,746
13_crop2.jpg,1024,1024,varroe,695,624,717,643
13_crop2.jpg,1024,1024,varroe,638,633,658,655
13_crop2.jpg,1024,1024,varroe,250,878,269,892
13_crop2.jpg,1024,1024,varroe,104,938,121,959
13_crop2.jpg,1024,1024,varroe,94,970,115,991
13_crop2.jpg,1024,1024,varroe,235,978,256,1001
13_crop2.jpg,1024,1024,varroe,207,948,228,968
13_crop2.jpg,1024,1024,varroe,207,967,223,983
13_crop2.jpg,1024,1024,varroe,207,990,227,1009
13_crop2.jpg,1024,1024,varroe,185,963,201,986
13_crop2.jpg,1024,1024,varroe,641,680,658,704
13_crop2.jpg,1024,1024,varroe,676,677,699,700
13_crop2.jpg,1024,1024,varroe,705,689,733,711
13_crop2.jpg,1024,1024,varroe,706,710,732,727
13_crop2.jpg,1024,1024,varroe,720,953,736,973
13_crop2.jpg,1024,1024,varroe,677,918,696,940
13_crop2.jpg,1024,1024,varroe,659,919,676,938
13_crop2.jpg,1024,1024,varroe,729,740,743,756
13_crop2.jpg,1024,1024,varroe,720,745,738,763
13_crop2.jpg,1024,1024,varroe,679,728,696,744
13_crop2.jpg,1024,1024,varroe,583,723,601,750
13_crop2.jpg,1024,1024,varroe,605,742,623,762
13_crop2.jpg,1024,1024,varroe,641,731,663,751
13_crop2.jpg,1024,1024,varroe,637,755,659,777
13_crop2.jpg,1024,1024,varroe,731,766,750,785
13_crop2.jpg,1024,1024,varroe,530,756,552,781
13_crop2.jpg,1024,1024,varroe,561,818,579,835
13_crop2.jpg,1024,1024,varroe,615,850,639,872
13_crop2.jpg,1024,1024,varroe,214,849,238,872
13_crop2.jpg,1024,1024,varroe,613,874,637,894
13_crop2.jpg,1024,1024,varroe,634,890,655,910
13_crop2.jpg,1024,1024,varroe,625,904,645,921
13_crop2.jpg,1024,1024,varroe,628,923,646,940
13_crop2.jpg,1024,1024,varroe,647,952,667,975
13_crop2.jpg,1024,1024,varroe,644,992,667,1010
13_crop2.jpg,1024,1024,varroe,639,1008,662,1023
13_crop2.jpg,1024,1024,varroe,601,959,617,981
13_crop2.jpg,1024,1024,varroe,572,906,593,926
13_crop2.jpg,1024,1024,varroe,580,985,595,1003
13_crop2.jpg,1024,1024,varroe,591,992,609,1006
13_crop2.jpg,1024,1024,varroe,592,1007,611,1023
13_crop2.jpg,1024,1024,varroe,529,849,545,869
13_crop2.jpg,1024,1024,varroe,522,878,542,895
13_crop2.jpg,1024,1024,varroe,534,930,551,955
13_crop2.jpg,1024,1024,varroe,554,992,575,1016
13_crop2.jpg,1024,1024,varroe,507,932,529,955
13_crop2.jpg,1024,1024,varroe,498,952,518,975
13_crop2.jpg,1024,1024,varroe,503,991,527,1013
13_crop2.jpg,1024,1024,varroe,508,1007,529,1022
13_crop2.jpg,1024,1024,varroe,457,978,478,1003
13_crop2.jpg,1024,1024,varroe,486,861,502,885
13_crop2.jpg,1024,1024,varroe,463,865,486,886
13_crop2.jpg,1024,1024,varroe,461,888,480,907
13_crop2.jpg,1024,1024,varroe,414,881,431,903
13_crop2.jpg,1024,1024,varroe,444,955,461,975
13_crop2.jpg,1024,1024,varroe,436,964,451,988
13_crop2.jpg,1024,1024,varroe,392,884,409,906
13_crop2.jpg,1024,1024,varroe,391,913,415,929
13_crop2.jpg,1024,1024,varroe,391,927,418,942
13_crop2.jpg,1024,1024,varroe,385,952,407,970
13_crop2.jpg,1024,1024,varroe,365,982,382,1005
13_crop2.jpg,1024,1024,varroe,335,935,355,957
13_crop2.jpg,1024,1024,varroe,367,886,387,904
13_crop2.jpg,1024,1024,varroe,343,880,363,897
13_crop2.jpg,1024,1024,varroe,339,895,364,908
13_crop2.jpg,1024,1024,varroe,300,999,319,1016
13_crop2.jpg,1024,1024,varroe,324,1009,335,1023
13_crop2.jpg,1024,1024,varroe,337,1014,351,1023
13_crop3.jpg,1024,1024,varroa,266,213,283,234
13_crop3.jpg,1024,1024,varroa,190,449,210,473
13_crop3.jpg,1024,1024,varroa,444,263,463,283
13_crop3.jpg,1024,1024,varroa,916,189,937,217
13_crop3.jpg,1024,1024,varroa,955,279,975,305
13_crop3.jpg,1024,1024,varroa,978,377,994,398
13_crop3.jpg,1024,1024,varroa,906,374,927,395
13_crop3.jpg,1024,1024,varroa,950,394,971,420
13_crop3.jpg,1024,1024,varroa,966,464,988,483
13_crop3.jpg,1024,1024,varroa,969,540,986,562
13_crop3.jpg,1024,1024,varroa,851,585,870,610
13_crop3.jpg,1024,1024,varroa,810,668,828,691
13_crop3.jpg,1024,1024,varroa,685,599,706,629
13_crop3.jpg,1024,1024,varroa,553,570,577,597
13_crop3.jpg,1024,1024,varroa,506,616,525,642
13_crop3.jpg,1024,1024,varroa,399,701,415,724
13_crop3.jpg,1024,1024,varroa,438,740,459,760
13_crop3.jpg,1024,1024,varroa,310,607,328,631
13_crop3.jpg,1024,1024,varroa,259,699,278,723
13_crop3.jpg,1024,1024,varroa,767,874,791,896
13_crop3.jpg,1024,1024,varroa,696,961,718,982
13_crop3.jpg,1024,1024,varroa,532,1004,554,1023
13_crop3.jpg,1024,1024,varroa,989,956,1006,977
13_crop3.jpg,1024,1024,varroa,977,960,994,981
13_crop3.jpg,1024,1024,varroa,801,930,818,950
13_crop3.jpg,1024,1024,varroa,775,938,796,965
13_crop3.jpg,1024,1024,varroa,979,846,1001,863
13_crop3.jpg,1024,1024,varroa,977,881,994,902
13_crop4.jpg,1024,1024,varroa,214,47,229,71
13_crop4.jpg,1024,1024,varroa,203,187,225,207
13_crop4.jpg,1024,1024,varroa,95,290,118,316
13_crop4.jpg,1024,1024,varroa,86,404,108,429
13_crop4.jpg,1024,1024,varroa,26,587,45,607
13_crop4.jpg,1024,1024,varroa,123,570,147,599
13_crop4.jpg,1024,1024,varroa,217,519,241,550
13_crop4.jpg,1024,1024,varroa,270,366,296,399
13_crop4.jpg,1024,1024,varroa,356,292,380,320
13_crop4.jpg,1024,1024,varroa,379,149,397,176
13_crop4.jpg,1024,1024,varroa,414,26,435,46
13_crop4.jpg,1024,1024,varroa,572,121,590,146
13_crop4.jpg,1024,1024,varroa,619,136,637,159
13_crop4.jpg,1024,1024,varroa,617,155,637,180
13_crop4.jpg,1024,1024,varroa,314,410,334,437
13_crop4.jpg,1024,1024,varroa,330,468,349,498
13_crop4.jpg,1024,1024,varroa,349,510,370,535
13_crop4.jpg,1024,1024,varroa,343,648,365,671
13_crop4.jpg,1024,1024,varroa,20,953,36,975
13_crop4.jpg,1024,1024,varroa,258,932,274,955
13_crop4.jpg,1024,1024,varroa,253,966,271,981
13_crop4.jpg,1024,1024,varroa,281,741,305,771
13_crop4.jpg,1024,1024,varroa,282,780,300,803
13_crop4.jpg,1024,1024,varroa,314,746,334,774
13_crop4.jpg,1024,1024,varroa,325,804,349,829
13_crop4.jpg,1024,1024,varroa,401,640,424,663
13_crop4.jpg,1024,1024,varroa,413,949,434,976
13_crop4.jpg,1024,1024,varroa,364,996,387,1016
13_crop4.jpg,1024,1024,varroa,479,983,499,1012
13_crop4.jpg,1024,1024,varroa,640,981,664,1007
13_crop4.jpg,1024,1024,varroa,521,953,540,980
13_crop4.jpg,1024,1024,varroa,575,897,594,922
13_crop4.jpg,1024,1024,varroa,555,881,574,904
13_crop4.jpg,1024,1024,varroa,543,912,560,935
13_crop4.jpg,1024,1024,varroa,536,831,552,857
13_crop4.jpg,1024,1024,varroa,549,779,566,805
13_crop4.jpg,1024,1024,varroa,524,709,542,736
13_crop4.jpg,1024,1024,varroa,521,749,538,782
13_crop4.jpg,1024,1024,varroa,482,646,500,665
13_crop4.jpg,1024,1024,varroa,482,536,502,560
13_crop4.jpg,1024,1024,varroa,420,678,438,705
13_crop4.jpg,1024,1024,varroa,479,386,500,408
13_crop4.jpg,1024,1024,varroa,587,391,606,416
13_crop4.jpg,1024,1024,varroa,554,233,570,260
13_crop4.jpg,1024,1024,varroa,716,201,732,226
13_crop4.jpg,1024,1024,varroa,945,2,962,22
13_crop4.jpg,1024,1024,varroa,1013,96,1023,117
13_crop4.jpg,1024,1024,varroa,1010,338,1023,362
13_crop4.jpg,1024,1024,varroa,1000,459,1017,476
13_crop4.jpg,1024,1024,varroa,991,533,1007,554
13_crop4.jpg,1024,1024,varroa,977,528,990,548
13_crop4.jpg,1024,1024,varroa,900,5,918,31
13_crop4.jpg,1024,1024,varroa,871,1,890,11
13_crop4.jpg,1024,1024,varroa,833,2,847,18
13_crop4.jpg,1024,1024,varroa,709,6,729,26
13_crop4.jpg,1024,1024,varroa,837,27,853,48
13_crop4.jpg,1024,1024,varroa,811,33,829,52
13_crop4.jpg,1024,1024,varroa,808,43,821,64
13_crop4.jpg,1024,1024,varroa,771,80,789,98
13_crop4.jpg,1024,1024,varroa,770,94,790,109
13_crop4.jpg,1024,1024,varroa,949,68,967,91
13_crop4.jpg,1024,1024,varroa,982,159,1000,182
13_crop4.jpg,1024,1024,varroa,954,216,973,237
13_crop4.jpg,1024,1024,varroa,956,266,973,281
13_crop4.jpg,1024,1024,varroa,961,322,979,344
13_crop4.jpg,1024,1024,varroa,962,343,981,363
13_crop4.jpg,1024,1024,varroa,964,395,980,413
13_crop4.jpg,1024,1024,varroa,954,501,972,522
13_crop4.jpg,1024,1024,varroa,934,411,951,435
13_crop4.jpg,1024,1024,varroa,911,352,927,369
13_crop4.jpg,1024,1024,varroa,911,370,929,386
13_crop4.jpg,1024,1024,varroa,881,355,898,372
13_crop4.jpg,1024,1024,varroa,891,195,910,215
13_crop4.jpg,1024,1024,varroa,887,158,907,175
13_crop4.jpg,1024,1024,varroa,883,146,903,161
13_crop4.jpg,1024,1024,varroa,867,117,881,139
13_crop4.jpg,1024,1024,varroa,846,116,865,133
13_crop4.jpg,1024,1024,varroa,828,114,846,134
13_crop4.jpg,1024,1024,varroa,794,120,812,137
13_crop4.jpg,1024,1024,varroa,851,129,867,147
13_crop4.jpg,1024,1024,varroa,849,185,867,210
13_crop4.jpg,1024,1024,varroa,859,240,878,259
13_crop4.jpg,1024,1024,varroa,848,256,865,279
13_crop4.jpg,1024,1024,varroa,810,234,828,255
13_crop4.jpg,1024,1024,varroa,777,219,798,238
13_crop4.jpg,1024,1024,varroa,745,230,765,253
13_crop4.jpg,1024,1024,varroa,761,250,780,272
13_crop4.jpg,1024,1024,varroa,672,327,691,352
13_crop4.jpg,1024,1024,varroa,701,353,719,373
13_crop4.jpg,1024,1024,varroa,759,304,779,336
13_crop4.jpg,1024,1024,varroa,811,314,839,335
13_crop4.jpg,1024,1024,varroa,803,360,828,390
13_crop4.jpg,1024,1024,varroa,874,385,895,403
13_crop4.jpg,1024,1024,varroa,908,486,926,511
13_crop4.jpg,1024,1024,varroa,961,568,978,595
13_crop4.jpg,1024,1024,varroa,939,639,959,661
13_crop4.jpg,1024,1024,varroa,725,408,743,428
13_crop4.jpg,1024,1024,varroa,685,425,701,447
13_crop4.jpg,1024,1024,varroa,701,504,718,527
13_crop4.jpg,1024,1024,varroa,717,502,730,521
13_crop4.jpg,1024,1024,varroa,578,665,597,686
13_crop4.jpg,1024,1024,varroa,668,621,687,644
13_crop4.jpg,1024,1024,varroa,634,656,651,675
13_crop4.jpg,1024,1024,varroa,658,680,678,702
13_crop4.jpg,1024,1024,varroa,610,731,629,757
13_crop4.jpg,1024,1024,varroa,605,769,622,791
13_crop4.jpg,1024,1024,varroa,620,808,638,835
13_crop4.jpg,1024,1024,varroa,665,860,679,881
13_crop4.jpg,1024,1024,varroa,997,966,1016,982
13_crop4.jpg,1024,1024,varroa,1018,803,1023,820
13_crop4.jpg,1024,1024,varroa,889,600,911,618
13_crop4.jpg,1024,1024,varroa,883,608,905,626
13_crop4.jpg,1024,1024,varroa,880,624,894,642
13_crop4.jpg,1024,1024,varroa,895,637,910,658
13_crop4.jpg,1024,1024,varroa,865,508,879,528
13_crop4.jpg,1024,1024,varroa,859,460,876,478
13_crop4.jpg,1024,1024,varroa,850,468,869,489
13_crop4.jpg,1024,1024,varroa,775,442,793,465
13_crop4.jpg,1024,1024,varroa,788,483,806,510
13_crop4.jpg,1024,1024,varroa,781,497,800,516
13_crop4.jpg,1024,1024,varroa,769,500,787,519
13_crop4.jpg,1024,1024,varroa,802,534,820,556
13_crop4.jpg,1024,1024,varroa,785,560,802,581
13_crop4.jpg,1024,1024,varroa,726,593,744,618
13_crop4.jpg,1024,1024,varroa,804,618,821,641
13_crop4.jpg,1024,1024,varroa,784,631,802,652
13_crop4.jpg,1024,1024,varroa,799,641,811,659
13_crop4.jpg,1024,1024,varroa,809,640,824,658
13_crop4.jpg,1024,1024,varroa,806,659,822,676
13_crop4.jpg,1024,1024,varroa,852,655,870,677
13_crop4.jpg,1024,1024,varroa,930,725,948,745
13_crop4.jpg,1024,1024,varroa,865,706,882,724
13_crop4.jpg,1024,1024,varroa,876,719,891,734
13_crop4.jpg,1024,1024,varroa,1002,783,1020,805
13_crop4.jpg,1024,1024,varroa,997,801,1010,817
13_crop4.jpg,1024,1024,varroa,982,789,995,808
13_crop4.jpg,1024,1024,varroa,970,782,983,799
13_crop4.jpg,1024,1024,varroa,958,781,972,800
13_crop4.jpg,1024,1024,varroa,933,775,950,794
13_crop4.jpg,1024,1024,varroa,962,801,979,817
13_crop4.jpg,1024,1024,varroa,962,812,979,831
13_crop4.jpg,1024,1024,varroa,979,822,994,842
13_crop4.jpg,1024,1024,varroa,964,846,981,861
13_crop4.jpg,1024,1024,varroa,935,823,951,847
13_crop4.jpg,1024,1024,varroa,949,849,964,867
13_crop4.jpg,1024,1024,varroa,954,865,969,880
13_crop4.jpg,1024,1024,varroa,947,949,965,970
13_crop4.jpg,1024,1024,varroa,942,971,960,987
13_crop4.jpg,1024,1024,varroa,903,937,920,956
13_crop4.jpg,1024,1024,varroa,912,956,929,975
13_crop4.jpg,1024,1024,varroa,899,961,913,980
13_crop4.jpg,1024,1024,varroa,905,982,923,1004
13_crop4.jpg,1024,1024,varroa,880,970,898,992
13_crop4.jpg,1024,1024,varroa,872,950,889,970
13_crop4.jpg,1024,1024,varroa,852,935,871,957
13_crop4.jpg,1024,1024,varroa,907,768,925,792
13_crop4.jpg,1024,1024,varroa,906,789,919,804
13_crop4.jpg,1024,1024,varroa,893,796,910,815
13_crop4.jpg,1024,1024,varroa,891,778,903,797
13_crop4.jpg,1024,1024,varroa,867,755,883,772
13_crop4.jpg,1024,1024,varroa,868,776,884,797
13_crop4.jpg,1024,1024,varroa,857,740,871,763
13_crop4.jpg,1024,1024,varroa,853,765,868,785
13_crop4.jpg,1024,1024,varroa,770,677,785,699
13_crop4.jpg,1024,1024,varroa,729,705,748,727
13_crop4.jpg,1024,1024,varroa,747,710,767,734
13_crop4.jpg,1024,1024,varroa,769,717,788,739
13_crop4.jpg,1024,1024,varroa,816,706,836,726
13_crop4.jpg,1024,1024,varroa,842,727,853,749
13_crop4.jpg,1024,1024,varroa,831,727,845,745
13_crop4.jpg,1024,1024,varroa,840,757,854,777
13_crop4.jpg,1024,1024,varroa,835,770,851,790
13_crop4.jpg,1024,1024,varroa,842,804,855,823
13_crop4.jpg,1024,1024,varroa,863,877,878,896
13_crop4.jpg,1024,1024,varroa,853,862,869,886
13_crop4.jpg,1024,1024,varroa,819,782,835,800
13_crop4.jpg,1024,1024,varroa,821,798,837,814
13_crop4.jpg,1024,1024,varroa,826,817,844,839
13_crop4.jpg,1024,1024,varroa,837,888,854,906
13_crop4.jpg,1024,1024,varroa,826,904,846,920
13_crop4.jpg,1024,1024,varroa,822,921,842,946
13_crop4.jpg,1024,1024,varroa,836,967,849,987
13_crop4.jpg,1024,1024,varroa,820,961,836,980
13_crop4.jpg,1024,1024,varroa,826,978,839,992
13_crop4.jpg,1024,1024,varroa,813,985,837,1001
13_crop4.jpg,1024,1024,varroa,764,961,782,976
13_crop4.jpg,1024,1024,varroa,761,971,782,988
13_crop4.jpg,1024,1024,varroa,755,945,774,966
13_crop4.jpg,1024,1024,varroa,817,842,835,859
13_crop4.jpg,1024,1024,varroa,819,877,834,898
13_crop4.jpg,1024,1024,varroa,802,870,819,888
13_crop4.jpg,1024,1024,varroa,811,815,827,834
13_crop4.jpg,1024,1024,varroa,803,804,819,822
13_crop4.jpg,1024,1024,varroa,790,770,806,792
13_crop4.jpg,1024,1024,varroa,782,784,797,802
13_crop4.jpg,1024,1024,varroa,751,766,770,782
13_crop4.jpg,1024,1024,varroa,767,780,781,800
13_crop4.jpg,1024,1024,varroa,762,799,781,810
13_crop4.jpg,1024,1024,varroa,788,809,803,822
13_crop4.jpg,1024,1024,varroa,790,817,808,831
13_crop4.jpg,1024,1024,varroa,777,807,787,822
13_crop4.jpg,1024,1024,varroa,766,815,783,835
13_crop4.jpg,1024,1024,varroa,748,811,762,830
13_crop4.jpg,1024,1024,varroa,738,823,758,840
13_crop4.jpg,1024,1024,varroa,763,835,777,855
13_crop4.jpg,1024,1024,varroa,781,869,798,884
13_crop4.jpg,1024,1024,varroa,772,858,786,876
13_crop4.jpg,1024,1024,varroa,761,851,776,866
13_crop4.jpg,1024,1024,varroa,746,857,763,869
13_crop4.jpg,1024,1024,varroa,740,842,755,860
13_crop4.jpg,1024,1024,varroa,721,851,740,869
13_crop4.jpg,1024,1024,varroa,782,898,801,921
13_crop4.jpg,1024,1024,varroa,746,874,763,899
13_crop4.jpg,1024,1024,varroa,730,864,746,885
13_crop4.jpg,1024,1024,varroa,722,897,743,921
13_crop6.jpg,1024,1024,varroa,499,187,525,209
13_crop6.jpg,1024,1024,varroa,947,117,967,140
13_crop6.jpg,1024,1024,varroa,890,206,912,228
13_crop6.jpg,1024,1024,varroa,818,70,842,98
13_crop6.jpg,1024,1024,varroa,769,36,788,61
13_crop6.jpg,1024,1024,varroa,928,445,958,471
13_crop6.jpg,1024,1024,varroa,616,432,645,456
13_crop6.jpg,1024,1024,varroa,628,702,647,729
13_crop6.jpg,1024,1024,varroa,716,787,738,807
13_crop6.jpg,1024,1024,varroa,991,966,1012,991
13_crop6.jpg,1024,1024,varroa,36,492,59,517
13_crop6.jpg,1024,1024,varroa,201,407,226,431
13_crop8.jpg,1024,1024,varroa,388,170,413,192
13_crop8.jpg,1024,1024,varroa,308,200,326,222
13_crop8.jpg,1024,1024,varroa,292,422,313,450
13_crop8.jpg,1024,1024,varroa,141,459,158,480
13_crop8.jpg,1024,1024,varroa,76,529,98,556
13_crop8.jpg,1024,1024,varroa,158,613,181,634
13_crop8.jpg,1024,1024,varroa,99,901,119,921
13_crop8.jpg,1024,1024,varroa,470,270,487,294
13_crop8.jpg,1024,1024,varroa,488,509,503,535
13_crop8.jpg,1024,1024,varroa,366,748,384,771
13_crop8.jpg,1024,1024,varroa,414,782,437,811
13_crop8.jpg,1024,1024,varroa,337,856,355,876
13_crop8.jpg,1024,1024,varroa,488,916,509,944
13_crop8.jpg,1024,1024,varroa,543,828,562,854
13_crop8.jpg,1024,1024,varroa,667,730,684,750
13_crop8.jpg,1024,1024,varroa,614,476,636,497
13_crop8.jpg,1024,1024,varroa,644,429,661,453
13_crop8.jpg,1024,1024,varroa,659,424,673,444
13_crop8.jpg,1024,1024,varroa,553,126,572,146
13_crop8.jpg,1024,1024,varroa,625,42,645,62
13_crop8.jpg,1024,1024,varroa,631,106,652,129
13_crop8.jpg,1024,1024,varroa,657,98,675,115
13_crop8.jpg,1024,1024,varroa,835,11,855,35
13_crop8.jpg,1024,1024,varroa,830,46,850,71
13_crop8.jpg,1024,1024,varroa,969,2,991,8
13_crop8.jpg,1024,1024,varroa,925,39,943,62
13_crop8.jpg,1024,1024,varroa,957,57,974,76
13_crop8.jpg,1024,1024,varroa,931,67,951,86
13_crop8.jpg,1024,1024,varroa,1002,108,1020,129
13_crop8.jpg,1024,1024,varroa,902,124,923,145
13_crop8.jpg,1024,1024,varroa,831,125,846,147
13_crop8.jpg,1024,1024,varroa,844,120,858,142
13_crop8.jpg,1024,1024,varroa,681,212,702,239
13_crop8.jpg,1024,1024,varroa,828,192,847,216
13_crop8.jpg,1024,1024,varroa,886,165,907,186
13_crop8.jpg,1024,1024,varroa,875,180,890,203
13_crop8.jpg,1024,1024,varroa,894,202,916,228
13_crop8.jpg,1024,1024,varroa,918,242,940,266
13_crop8.jpg,1024,1024,varroa,1002,249,1020,272
13_crop8.jpg,1024,1024,varroa,1004,280,1022,303
13_crop8.jpg,1024,1024,varroa,959,321,979,341
13_crop8.jpg,1024,1024,varroa,942,353,960,374
13_crop8.jpg,1024,1024,varroa,807,260,832,284
13_crop8.jpg,1024,1024,varroa,921,434,942,459
13_crop8.jpg,1024,1024,varroa,1005,439,1023,468
13_crop8.jpg,1024,1024,varroa,999,509,1021,535
13_crop8.jpg,1024,1024,varroa,997,536,1017,557
13_crop8.jpg,1024,1024,varroa,936,548,954,571
13_crop8.jpg,1024,1024,varroa,937,579,955,601
13_crop8.jpg,1024,1024,varroa,970,595,989,617
13_crop8.jpg,1024,1024,varroa,931,624,952,651
13_crop8.jpg,1024,1024,varroa,1018,694,1023,716
13_crop8.jpg,1024,1024,varroa,970,854,991,877
13_crop8.jpg,1024,1024,varroa,915,884,932,907
13_crop8.jpg,1024,1024,varroa,872,835,890,854
13_crop8.jpg,1024,1024,varroa,848,859,873,886
13_crop8.jpg,1024,1024,varroa,778,762,798,785
13_crop8.jpg,1024,1024,varroa,756,964,773,985
13_crop8.jpg,1024,1024,varroa,919,1015,939,1023
13_crop8.jpg,1024,1024,varroa,907,464,924,484
